name,category,a_pubchemid,smiles,weight
dihydroergotamine,C,"{13506008,23930391,44630236,57414061,6420006,6426689,9812499}",CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,679.78304
dihydrotachysterol,B3,{5281010},CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,398.66424
dihydrotachysterol,B3,{5311071},CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,398.66424
diltiazem,C,"{23620717,39186,44310032,44659717,62920,657259,66766575,67534533,67929058,67934226,67937026,67938926,68522810,68654496,68916634,69125000,69349120,69540260,6957965,88523054}",CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,414.51784
dimenhydrinate,A,"{10660,441281,6713929,67203812,78183206}",CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,469.96382
dimercapto succinic acid,2nd,{9354},C(C(C(=O)O)S)(C(=O)O)S,182.2
dimethyl fumarate,B1,"{22596797,637568,88058423,88687828,88814995}",COC(=O)C=CC(=O)OC,144.12532
dimethyl sulfoxide,2nd,{679},CS(=O)C,78.14
dinoprost,C,{5280363},CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,354.5
dinoprostone,C,"{11865423,23667543,5280360,66630004}",CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,352.46508
diphenhydramine,A,"{174697,21512399,21759087,22006006,22242643,22561460,22597364,23615686,3018245,3100,3267139,43833360,44152408,44243323,57414720,657365,66762012,68314781,69013022,69528952,71349931,71349932,71407154,71467916,72549601,85860038,8980}",CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,255.35474
diphenoxylate,C,"{13505,19650,40467159,45114206,53630037,6432394}",CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,452.58728
diphenylamine,A,"{11208036,11486,11487,12169291,12222767,12563120,13283788,15974128,18674623,18691657,19351773,19770679,20080346,20258144,20263579,20511453,20571412,21328534,21417916,21475623,21512380,21544351,22316323,22328436,23617105,24940024,3015521,44151216,53445856,66628802,67074378,67099644,68311,69238340,69933216,70581758,70614369,71348597,71673358,73455960,73557494,74764727,85635742,85773677,85850069,85905783,86060423,86086503,88385142,90896118}",C1=CC=C(C=C1)NC2=CC=CC=C2.OS(=O)(=O)O,267.30092
diphenylpyraline,B2,"{23615689,23624217,24187256,3103,3668575,43833355,45382238,66063,71586817}",CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,281.39202
dipivefrine,B2,"{3105,46878361,51371407,68494912,69382562,70269127,71464652,71486}",CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,351.43726
dipyridamole,B1,"{10166637,12296258,3108,6452173,67342739,87605027,9851743}",C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,504.6256
dirithromycin,2nd,{6473883},CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,835.07372
disodium oxidronate,2nd,{471180},C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],235.97
disopyramide,B2,"{21756474,22930351,3041677,30928,3114,67606931,67771656,74652197,75086446}",CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,339.47446
disulfiram,B2,"{3117,87708417}",CCN(CC)C(=S)SSC(=S)N(CC)CC,296.5392
dithranol,B2,{2202},C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,226.2274
dobutamine,B2,"{18177368,20163151,20205114,208850,22253678,22366973,36811,46878359,51371168,54759025,65324,78422653,86741854}",CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,301.38012
docetaxel,D,"{148123,148124,44250871,46214236,66605079,67111025}",CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O,861.92506
docusate,2nd,{11339},CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,422.6
docusate sodium,A,{23673837},CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],444.6
dofetilide,D,"{25273571,67564144,69664960,71329,86341383}",CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,441.56478
dolasetron,B1,"{21571019,22058225,3148,441346,69279469,69520579,73068079,74412334,74441121,78122749}",C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,324.3737
dolutegravir,B1,"{46216142,54726191,67179015,71588800,71656191,76969888,86765021}",CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],441.360596
domperidone,B2,"{11554431,12000277,16205394,188548,20385561,20385645,3151,42629538,42629539,42629654,42629656,42629657,42629658,42629775,42629898,42630138,42630139,42630255,42630258,46878575,5255699,6443236,6604595,75223047}",C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,425.91126
donepezil,B3,"{10916711,11397232,11547418,11553534,11569528,11598094,11603801,11604648,11635528,11677224,11691749,11697764,11705976,12001554,19902248,24801485,24801486,24801487,3152,3876660,44263804,44359231,56847252,56847253,56847254,56847255,56847449,56947395,56948672,5741,66664189,68515801,68517111,68518018,68813529,68998616,69000063,69265625,69297248,74319200,86648412,86648413,86648414,86648415,9890434,9936016}",COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,379.49196
dopamine,B3,"{17800952,19003245,23615352,3713609,43822543,46911794,517540,65340,66703861,67114988,67195532,681,68517194,68897338,69240891,69980694,70234722,70631350,71564,74764100,74766045}",C1=CC(=C(C=C1CCN)O)O,153.17844
doripenem,B2,"{59087685,636377,66650111,6918242,73303}",CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O,420.50426
dorzolamide,B3,"{36688115,46878360,51371451,5284549,67374829,69050444,6918132,86635737,87375926,90022736}",CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,324.44004
dosulepin,C,{5284550},CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,295.4
dothiepin,C,"{21158566,25271791,5282425,5282426,6420022,68618022,68631603,74764146}",C[NH+](C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31.[Cl-],331.90268
doxazosin,B3,"{11591230,21883194,23282944,24848192,25137856,3157,44200241,44200242,45039113,5175854,62978,69794763,71655922,72963355,74949443,75635020,87072776,88316289}",COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,451.4751
doxepin,C,"{21618940,43835204,44178056,51371147,6419921,6440465,667477,6918967}",CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,279.37614
doxifluridine,2nd,{18343},CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,246.19
doxorubicin,D,"{11387649,23615500,31703,40469134,443939,44417650,44435231,50925403,657367,66639959,67311849,67809785,67822309,67947759,68617194,69031946,69049612,73949393,86598966,86645793,87122357,87127281,89571082,89724918}",CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,543.51926
doxycycline,D,"{54671203,54676640,54684461,54685920,54694363,54697786,54706018,54710744,54712938,54716880,54724361,54724597,54735838,54743962,54743963,54748335,56603659,57515985,66587030,66627827,67212773,67312367,67312859,67313367,67670266,67958870,71587226,73415789,86668341,86740875,88483201}",CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.43456
doxylamine,A,"{11224,20057099,23617069,3028232,3162,3862645,43833352,57414724}",CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,270.36938
d-penicillamine,2nd,{5852},CC(C)(C(C(=O)O)N)S,149.21
dronedarone,D,"{19754450,208898,219025,25029020,25029021,25029022,25029245,46863909,53389461,53467322,53467745,53469461,56644846,56929041,56929042,56929127,56929129,56941272,56941411,56941412,56941413,66653615,71471283,71777243,86679099,87687208}",CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,556.75646
droperidol,C,"{19598954,3168,40477283,9956314}",C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,379.427383
duloxetine,B3,"{11639633,11966296,16738712,23649462,24848260,45114142,57515987,59762652,60834,60835,66649577,67248700,67283492,67388024,68524317,68562577,68627555,68829863,68910512,86618017,86635738,86763501}",CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,333.8755
dutasteride,X,"{6918296,87259797,87726466,90272989}",CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,528.529719
dydrogesterone,1st,"{67866258,9051}",CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,312.44582
ebastine,2nd,"{20261611,3191,40466889,53467113,53467114,53467332,57414841,67421040,67422394,67447285,87393192}",CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,469.65756
econazole,A,"{20512667,3198,42599366,42599367,42599610,42599611,42599614,6333445,68589,88171044,9934839}",C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,381.6835
ecothiopate,B2,"{10547,10548}",CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-],383.227052
edetate calcium disodium,2nd,"{102282,10470622,12024892,12024893,13020083,13685725,13710287,13847684,13956287,15250631,156397,16057856,16058032,161064,16156,16210993,16211049,16211050,16211056,16211179,164551,16760408,17749098,17796382,18004431,18401221,18411328,18442238,18446095,18446096,18446097,18459504,18552001,18956255,18991161,18996428,19758975,19772928,20277842,20489553,21123918,21226170,21226585,21257726,21462454,21469870,21569950,21625342,21703234,21707886,21715388,21811206,21839148,21885581,21895857,21900392,21917311,21918130,21918416,21977868,21987582,22006034,22120027,22141944,22235161,22340844,22340981,22476466,22486413,22494902,22608700,22608706,22642291,22665318,23094453,23163074,23200051,23287279,23453473,23616700,23623841,23669631,23670132,23674980,23682961,23690709,23700095,24180930,25021605,25027657,25199859,25201827,25544,2724209,2733162,2734667,31831,3348573,3355804,3383825,3383826,3388962,4176846,43835006,44120005,4413140,44148824,44630025,44631704,46245300,46908627,50989960,5147705,5150303,5150304,5231053,5232305,5246202,5284392,53424798,53442614,53486451,54611878,56840781,56844441,56845697,56941990,56942127,56942676,5702046,57339238,57339259,57420197,57507861,59718226,59970247,6049,6093170,6096219,6096880,6109,6144,62169,62595,62634,62717,6335628,636371,6852383,71311375,71312296,71312619,71312661,71774654,71774695,71774697,71775050,73169089,73389299,73415793,76418679,76967923,76970898,85061,85197,86587466,86615281,86660564,87060604,87063472,87068754,87073673,87075460,87119853,87121363,87207222,87237909,87243510,87282485,87314269,8759,87603939,87847643,87865663,87884994,87989129,87991243,88007924,88085457,88149853,88207,88236000,88236812,88236813,88250387,88289899,88321890,88321894,88394594,88429614,88502624,88686872,88731079,88800498,89600142,9008,90095080,90095086,90472019,90684493,9820172,9839867,9841159,9842726,9862414,9883886,9883999,9884221,9902403,9909450,9929391,9949814,9999232}",C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,292.24264
edoxaban,2nd,"{10280735,11706946,25022378,44610678,46843031,67418196,67456062,89426132}",CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,548.0575
efavirenz,D,"{51039618,51039619,64139,69494346}",C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,315.67497
eflornithine,B3,{3009},C(CC(C(F)F)(C(=O)O)N)CN,182.17
efonidipine,2nd,"{119170,119171,24848255,60208590}",CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5.Cl,668.116122
eformoterol,B3,"{11954385,16088023,17960060,23223559,24804878,25054117,3410,443956,44463052,44463053,44463054,44463055,44463056,44463305,45110527,45479745,5282416,53396306,71296911,71435668,72773467,73719232,74441105,75034469,75114787,75288412,75288413,75288461,75288770,78122730,78422521,9912089,9919001,9935488}",CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,344.40486
elcatonin,2nd,{53395169},CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CCCCCC(=O)OCC(C(=O)NC(C(=O)N1)CC(=O)N)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,3363.8
eletriptan,B1,"{11397100,40467035,42628817,44515046,45375830,46195790,46195791,49857984,49857985,51371140,57414178,656631,68756200,68966951,77993,9805183,9832589,9891365}",CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,382.51904
eletriptan,B1,"{156849,156850,17924839,72831071,74441497,74829926,75038831,75112294,75170208,75307424,75307425,75633796,76528435,77221746,77221796,77567778,77581921,85041633,85048310}",CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4.Br,463.43098
eliglustat,B3,"{23652731,52918379,53233314,70685092,86290062,91755058}",CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,404.54294
eltrombopag,B3,{25181561},CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C,442.46658
elvitegravir,B2,"{5277135,58801715,66888921}",CC(C)C(CO)N1C=C(C(=O)C2=CC(=C(C=C21)OC)CC3=C(C(=CC=C3)Cl)F)C(=O)O,447.883823
emetine,A,"{10219,11865426,201899,21127119,21153284,3063554,3068143,44386847,44658729,5351520,56841959,657329,6603320,68280248,71587289,71587290,74764042,74765270,90478598,90479437}",CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,480.6389
emorfazone,2nd,{3221},CCOC1=C(C=NN(C1=O)C)N2CCOCC2,239.27098
empagliflozin,D,{11949646},C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,450.90928
emtricitabine,B1,"{10125947,53311196,53311197,53311198,53311281,60877,68558033,89147422,90013526}",C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,247.246703
enalapril,D,"{10476804,11145434,20838618,23673231,23679095,40466924,44358976,5388961,5388962,5462344,6526385,66649424,67588910,67705971,67749914,69284587,70096424,70127282,85470369,85470370,85470371,85470372,87766273,88401255,89422811,9843857,9853828,9897059,9909788,9954865}",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O,492.51888
enasidenib,D,{89683805},CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,473.4
encorafenib,D,{50922675},CC(C)N1C=C(C(=N1)C2=CC(=CC(=C2F)NS(=O)(=O)C)Cl)C3=NC(=NC=C3)NCC(C)NC(=O)OC,540.010683
enflurane,A,{3226},C(C(OC(F)F)(F)F)(F)Cl,184.492396
enfuvirtide,B2,{24847866},CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)NCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NNC(=O)C,4565
enocitabine,2nd,{71734},CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O,565.7849
enoxacin,B3,"{12901163,17778780,21625849,23724987,24840537,28230148,3058378,3229,46190702,46190703,54669723,6919468,70554973,75168198,91659135}",CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,320.318883
enoxaparin,C,{772},CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1134.92788
entacapone,B3,"{25010294,25271884,5281081,78357787,87520865}",CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,305.286
entecavir,B3,"{153941,15940860,15940861,15940862,15941162,15941313,15941314,15941315,15941317,15941318,15941319,15941452,16052026,21124865,25052436,46846429,46846430,46846524,46847253,49780068,57407090,57407091,57407092,57407093,72190301,90013324,90013332,90013333,90013482,90013717}",C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N,277.2792
entrectinib,D,{25141092},CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,560.6
enviomycin,2nd,"{20055267,25245153,66887721,71587175}",C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(C(CCN)O)N)N,685.69002
enzalutamide,X,{15951529},CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,464.435953
ephedrine,A,"{11790256,16218615,21115021,22213726,23616744,44150514,5359318,60208008,65326,67242163,67711320,67899100,69165225,6922965,71288,9294}",CC(C(C1=CC=CC=C1)O)NC,165.2322
epinastine,2nd,"{157313,23030929,25137930,3061907,3241,68990168,69619772,77686681,90456009}",C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,249.3104
epinephrine,2nd,"{11588020,122037,181464,20839685,23616109,23616110,23616111,24906312,441411,57343930,57485843,5815,5816,6442611,6604103,66760933,67629401,67900677,68410182,68516091,6852374,69007449,6920143,69825390,70090111,70581940,70617830,71478437,71478438,71478439,71587364}",CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,333.29126
epirubicin,D,"{41867,45114233,5288078,53630345,65348,67939177,71467831,71467832,71467833,78426560,87251909,87964350}",CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,543.51926
eplerenone,B3,{443872},CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,414.4914
epoetin alfa,B3,{127893},C1=CC=C(C=C1)CC(CC(=O)CNC(=O)C2=CC=CC=C2)C(=O)O,325.4
epoprostenol,B1,"{21158562,24868263,5282411,6364626,66587625,66773961,67548346,69447403}",CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,352.46508
eprosartan,D,"{18467741,21184436,36508025,5281037,5282474,67056984,67171925,67204080,86643031,87603823,9872439,9937064}",CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,424.51266
eptifibatide,C,"{12001375,448812,87127400,87441880,88092312}",C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,831.96186
ergometrine,C,"{20831151,21155827,443884,6437065,67052596,69534707,7059519,71487104,71760887,72941476,76957550,76957949}",CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,325.40482
ergotamine,C,"{11722266,134630,16051995,32350,53317466,54586579,57413919,57495505,6440414,6537504,70478546,70502302,71774663,8223,88922160,90657669,9787}",CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,581.6615
eribulin,D,"{11354606,17755248,70679001}",CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,729.89656
erlotinib,C,"{176870,176871,17941938,17941940,25204094,25204422,44263854,46917119,52919408,52919409,52919410,52919411,52919542,52919543,52951640,53236463,53239390,70675660,71584950,71584984,72943315,75953999,77845127,86640910,86640911,86640912,86664461,87114710,87555137,87581503,89499976,9913428}",COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,393.43572
ertapenem,B3,"{11145493,150610,150611,23674512,23721821,24848279,40469136,60167539,66598136,70675604,73415768,73507067,75464815,9913820}",CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,475.5148
ertugliflozin,2nd,{44814423},CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,436.8827
ertugliflozin pyroglutamic acid,D,{57339449},CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl.C1CC(=O)NC1C(=O)O,566
erythromycin,A,"{12560,21128735,44629456,6449960,67027378,67027380,67760886,69227607,69534652,69623281,69972738,83935,83961,83991,86475,86588303,86718269,87242161,87372361,88122}",CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,733.92678
erythropoietin,B3,{11751549},CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],461
escitalopram,C,"{11962152,146570,146571,25052788,40466954,44240725,44241131,44241133,44241134,44241178,44241179,73013279,9844182}",CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,324.391943
esmolol,C,"{104769,45114219,46878362,57515992,59768,67920231,69806499,74441072}",CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,295.374
esomeprazole,B3,"{11983309,16004757,17747012,21121302,21121303,23672364,23674541,25221784,25269492,44231386,44231387,44231505,44231506,44231507,44231508,44231509,44231626,44231627,46853837,49800017,53486367,54576652,54576653,54576654,54576655,54576862,54576863,54576864,54579078,56965026,57406130,57805591,66702061,66762936,67425213,68623261,69921151,71311774,71677827,73506157,76286071,9568613,9568614,9574131,9601083,9800240,9820661,9820678,9823753,9842290,9888565}",CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2],713.12124
estradiol,B3,"{12313793,154274,49800045,57469820,5757,66628335,66647819,66795326,67017132,67201303,67202350,67206156,67230411,67400840,67601888,68555494,68579,68581,69116195,69173401,69287359,69633612,87460830,90014322}",CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,272.38196
estradiol,B3,"{16213098,57451737,57454993,57455698,57469819,57514734,66706146,68570,70290425,87460828,89370672}",CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,272.38196
estramustine,D,"{23615712,23711728,259331,66766837,67373397,67864775,69068424,70147853,71311863,87547676,90151187}",CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,440.40314
estriol,B1,"{190286,5756,66660919,67732570,69285990,70248431,70249185}",CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,288.38136
estropipate,B1,"{5284555,69823182}",CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,436.56488
etacrynic acid,C,"{23618601,23668825,24174,3278,66838219,67424817,67722696,67775871,68756346,6918973}",CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,303.13798
ethambutol,A,"{14051,14052,1548963,16051971,45114066,46878363,46911976,54582985,87415909,87468016,88324437}",CCC(CO)NCCNC(CC)CO.Cl.Cl,277.23164
ethanol,2nd,"{119440,3732650,57419690,57481241,59203367,59738906,60074138,702,86746057,87325233}",CCO,46.06844
ethinyl estradiol,1st,{5991},CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,296.4
ethinylestradiol,B3,"{11784335,15977517,5991,87237740,87285687,87766756,88463867}",CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,296.40336
ethosuximide,D,"{19594453,23703748,3291,67766442,69130699,70096029}",CCC1(CC(=O)NC1=O)C,141.16774
ethyl loflazepate,2nd,{3299},CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,360.766763
etidocaine,B1,"{37497,37498,4659567,75989741,9796823}",CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,276.41702
