name,category,a_pubchemid,smiles,weight
levosulpiride,0,"{688272,6919163}",CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,341.42582
isepamicin,0,"{3755,73657439,73753670,78178616}",CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O,569.60312
ciclopirox,0,"{2749,67173127}",CC1=CC(=O)N(C(=C1)C2CCCCC2)O,207.26888
upadacitinib,1,{58557659},CCC1CN(CC1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F,380.4
torsemide,0,"{11349644,18993395,20025616,41781,42614055,46174116,51371498,68878241,69206276,74821404,76969345}",CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,348.42
molindone,0,"{23897,27421,4659570,51371208,57455770,69464919,70508576,70600996,73438389,73438437,73438438,73438439,73438440,73438441,73438495,73438496,90006113,90006143,90006195,90006203,90006219,90006236,9883259}",CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,276.37396
domperidone,0,"{11554431,12000277,16205394,188548,20385561,20385645,3151,42629538,42629539,42629654,42629656,42629657,42629658,42629775,42629898,42630138,42630139,42630255,42630258,46878575,5255699,6443236,6604595,75223047}",C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,425.91126
midostaurin,1,"{71311854,9829523}",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,570.6371
sodium pyrophosphate,0,"{161081,20327971,22016594,22328186,22348522,22630756,23667291,24186924,24403,24451,25012540,517048,57485952,57485953,57508666,58592227,6850736,9794186,9837369}",[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],265.902401
piperonyl butoxide,0,"{20199468,20405842,5794,66586428,66592856,66721414,66856058,67381789,69607246,69740953,69925875,70346965,73947572}",CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,338.4385
toremifene,0,"{20057176,3005572,3005573,42579641,67323336,87075072,9806061,9912348,9935554}",CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,598.08314
loteprednol,0,"{444025,87139558}",CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,466.95174
primaquine phosphate,1,{6135},CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O,455.34
fludarabine,1,"{23619714,657237,67644507,68784743,86755284,86755285,86755286}",C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F,285.231783
aztreonam,0,"{20844461,23670875,25322992,5742832,87241906,87241990,87555695,9568617,9576793}",CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,435.43278
penciclovir,0,"{11601528,18516784,22143416,23678982,4725,66733001,68970467,70017663,70361438,70688952,76964038,86597918,90013772}",C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,253.2578
homatropine,0,"{16104610,20833550,44828545,5282593,6419941,67861580,70432518,90471379}",CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,275.34284
indinavir,0,"{11456852,24848178,44629557,5362440,5462355,5484730,87164047,88060580}",CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,613.78948
methyldopa,0,"{18530292,18607089,20849251,3083659,38852,38853,66931374,68730022,6919173,70361770,70361773,70588018,70588783}",CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O,476.47488
nalbuphine,0,"{16219750,25137851,25234741,40467006,51371361,5311304,53313199,5360733}",C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,357.44338
argatroban,0,"{86716460,92721,92722}",CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C.O,526.64942
primaquine,1,"{22045922,23616186,24848224,359247,43834506,44582721,46216762,4908,57479320,6135,66865210,86252022}",CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,259.34674
ibrutinib,1,{24821094},C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N,440.49706
rivastigmine,0,"{24836217,25271873,44610217,53484445,66842192,68862546,6918078,69462959,69760559,77990,77991,86346228,9952812}",CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,400.42352
tropisetron,0,"{2063311,45114224,656664,656665,66765215,70071061,90479191,90488766}",CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43.Cl,320.81384
letermovir,0,{45138674},COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,572.550633
zanamivir,0,"{40469135,44300291,60165259,60855,636424,66691285,66742162,87117919}",CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,332.3098
amosulalol,0,"{123707,2169,67108303,69806613,70494263}",CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N,380.45856
foscarnet,0,"{10313516,13276486,15298958,16218554,169569,18432423,19073925,21391382,21891288,21959987,22757889,22757891,23160018,23361480,23676688,23696330,3414,3415,4361452,44431458,44561,4488958,45479691,4567503,51644315,53396317,54601820,87170422,87385604,87423182,87686749,88118831,88285086,88804304,90012921,90107721}",C(=O)([O-])P(=O)([O-])[O-],122.981462
econazole,0,"{20512667,3198,42599366,42599367,42599610,42599611,42599614,6333445,68589,88171044,9934839}",C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,381.6835
edetate calcium disodium,0,"{102282,10470622,12024892,12024893,13020083,13685725,13710287,13847684,13956287,15250631,156397,16057856,16058032,161064,16156,16210993,16211049,16211050,16211056,16211179,164551,16760408,17749098,17796382,18004431,18401221,18411328,18442238,18446095,18446096,18446097,18459504,18552001,18956255,18991161,18996428,19758975,19772928,20277842,20489553,21123918,21226170,21226585,21257726,21462454,21469870,21569950,21625342,21703234,21707886,21715388,21811206,21839148,21885581,21895857,21900392,21917311,21918130,21918416,21977868,21987582,22006034,22120027,22141944,22235161,22340844,22340981,22476466,22486413,22494902,22608700,22608706,22642291,22665318,23094453,23163074,23200051,23287279,23453473,23616700,23623841,23669631,23670132,23674980,23682961,23690709,23700095,24180930,25021605,25027657,25199859,25201827,25544,2724209,2733162,2734667,31831,3348573,3355804,3383825,3383826,3388962,4176846,43835006,44120005,4413140,44148824,44630025,44631704,46245300,46908627,50989960,5147705,5150303,5150304,5231053,5232305,5246202,5284392,53424798,53442614,53486451,54611878,56840781,56844441,56845697,56941990,56942127,56942676,5702046,57339238,57339259,57420197,57507861,59718226,59970247,6049,6093170,6096219,6096880,6109,6144,62169,62595,62634,62717,6335628,636371,6852383,71311375,71312296,71312619,71312661,71774654,71774695,71774697,71775050,73169089,73389299,73415793,76418679,76967923,76970898,85061,85197,86587466,86615281,86660564,87060604,87063472,87068754,87073673,87075460,87119853,87121363,87207222,87237909,87243510,87282485,87314269,8759,87603939,87847643,87865663,87884994,87989129,87991243,88007924,88085457,88149853,88207,88236000,88236812,88236813,88250387,88289899,88321890,88321894,88394594,88429614,88502624,88686872,88731079,88800498,89600142,9008,90095080,90095086,90472019,90684493,9820172,9839867,9841159,9842726,9862414,9883886,9883999,9884221,9902403,9909450,9929391,9949814,9999232}",C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,292.24264
mifamurtide,0,{11672602},CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)C(C)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C)OC(=O)CCCCCCCCCCCCCCC,1237.5
voglibose,0,"{11771108,40466917,444020,66790570,66910291,68563981,69718829,70416777,89600515}",C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,267.27624
piperacillin,0,"{21680710,23666879,23672366,43672,70537042,71600071,73246,88651335,9850234}",CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,517.55478
aprepitant,0,{6918365},CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F,534.426662
prednisolone,0,"{24180546,56838871,57481230,5755,66578833,66579016,66604313,66705974,66824405,66852116,66971909,67166866,67470212,69302247,69347167,69475448,70638338,90456429}",CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,360.44402
mometasone,0,{441335},CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,427.36132
thalidomide,1,"{5426,66728297,67355804}",C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,258.2295
alfatradiol,0,"{16213098,57451737,57454993,57455698,57469819,57514734,66706146,68570,70290425,87460828,89370672}",CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,272.38196
sodium aurothiomalate,0,"{16760302,22318,54608845,57485859,6093241,85864685,87793884,9548865,9810802,9951136}",C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],390.075328
ipratropium bromide,0,"{13503299,31098,3746,441337,52944296,592261,66646508,66738168,66809735,67047679,67587538,68525021,68585748,69822368,69918081,74109282,74109283,74109284,74109292,74109293,74109294,74109295,74109312,74349447,74389338,75183297,77151247,77158645,77170912,77182856,77250871,77526503,77526591,77526775,77723787,77723788,77786927,85040377,85336819}",CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,332.4571
raltegravir,0,"{23668479,23720375,44569174,54671008,54675070,54721841,54728271,54736837,67451161,67454057,70674286,70674287,71468627,74089528}",CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],482.506703
daclatasvir,0,"{25154713,25154714,86290117}",CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC.Cl.Cl,811.79688
methylprednisolone,0,"{49800030,66578990,66778376,66794521,66824282,6741,67518364,69987276,70524896,73949572}",CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,374.4706
udenafil,1,"{58555038,6918523,86270242,86270243,86664594}",CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)NCCC4CCCN4C)OCCC)C,516.65614
defibrotide,1,{135565962},CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)OP(=O)(O)O,444.4
adapalene,1,"{23148591,23651257,23651258,23672376,23672377,40466900,60164,66646585,66755369,66755533,67827583,68994028}",COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,412.52012
pasireotide,0,{73348210},C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,1047.20624
temocapril,0,"{67108139,71322,71323}",CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3.Cl,513.06976
amethocaine,0,{5411},CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,264.36
atropine methonitrate,0,{657381},C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[N+](=O)([O-])[O-],366.4
venlafaxine,0,"{10046098,11202205,11383882,23434402,24848353,25137858,45114212,53250373,5656,62923,66589468,67076407,67448167,68548804,68629914,68629922,68636843,68818348,69032692,69675064,69822582,69923151,70001997}",CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,277.40178
raloxifen,1,{46882308},C1CCN(CC1)COC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,459.5567
dihydrocodeine,0,"{18601660,20831809,25234504,40479707,5284543,5492624,5492723,5493302,68485513,68485742,68761227,69493679,69749871}",CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,301.38012
terfenadine,0,"{11497463,20380011,21918847,5405,66818634,70170704,70274155,78441495,86587763}",CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,471.67344
prazosin,0,"{11225730,19386759,19846442,20326544,45114223,4893,6200102,657274,66743108,66931407,68546}",COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.40114
dimenhydrinate,0,"{10660,441281,6713929,67203812,78183206}",CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,469.96382
ciprofibrate,0,"{21549155,2763,70292214}",CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,289.15446
flecainide,0,"{11705938,21447164,23200778,3355,3356,41022,46864232,74546980}",C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,415.350659
diphenhydramine,0,"{174697,21512399,21759087,22006006,22242643,22561460,22597364,23615686,3018245,3100,3267139,43833360,44152408,44243323,57414720,657365,66762012,68314781,69013022,69528952,71349931,71349932,71407154,71467916,72549601,85860038,8980}",CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,255.35474
telaprevir,0,{3010818},CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,679.84932
budesonide,0,"{5281004,66823509,67215521,67616329,68489636,70181341,89580271}",CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.53386
propantheline,0,"{10224624,156863,16219907,443396,4934,521275,68113220,9279}",CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,368.4892
tipranavir,0,"{163296,54682461,54693767,66685533}",CCCC1(CC(=O)C(=C(O1)[O-])C(CC)C2=CC(=CC=C2)[N-]S(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)CCC4=CC=CC=C4.[Na+].[Na+],646.627988
nitrofurantoin,0,"{16051996,23711727,24848111,6604200,66721892,9562058,9571008,9576181}",C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],238.15704
epoprostenol,0,"{21158562,24868263,5282411,6364626,66587625,66773961,67548346,69447403}",CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,352.46508
oseltamivir,0,"{10158406,10386864,11154112,16667738,24848267,45358443,57412053,57484778,65028,66691228,67814422,71510568,71510702,71510703,71510704,71510847,71510848,78000,86631183,90310593,9928295}",CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,312.40452
tropicamide,0,"{10125724,10193793,5593}",CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,284.3529
collagenase clostridium histolyticum,0,{18680304},[Ca+2].[Ca+2],80.16
indacaterol,0,"{10053080,10255695,10459010,11553721,24178415,24178416,24178418,24178419,24178422,57681561,68876933,68878345,68878554,6918554,74787729,87610319,87666369,9827599}",CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,392.49072
empagliflozin,1,{11949646},C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,450.90928
isosorbide dinitrate,0,"{23617205,6883,87146412,87465593,87587209,88046479}",C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],236.13632
cefpirome,0,"{11954008,24983529,5479539,6334768,88156568,9807143,9850560,9895680,9960236,9960551}",CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-],514.57728
paraldehyde,1,{31264},CC1OC(OC(O1)C)C,132.16
fosaprepitant,0,"{219090,56955910}",CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)N(N3)P(=O)(O)O)C4=CC=C(C=C4)F,614.406564
aminobenzoate potassium,0,{23663628},C1=CC(=CC=C1C(=O)[O-])N.[K+],175.23
dexrazoxane,1,"{16737299,16737300,16737301,16737302,16737497,24883460,29921826,67086660,6918223,71384}",CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,268.26914
ciclesonide,0,{444033},CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,540.68756
azathioprine,1,"{11529527,21798577,2265,23678403,68507545,68975458,68977774,71449002,83973,87059251}",CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.26258
alprostadil,1,{5280723},CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,354.5
fluocinolone acetonide,0,"{6215,67801091,76959717}",CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,452.488206
talniflumate,0,"{20392372,48229}",C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,414.33413
brivaracetam,0,{9837243},CCCC1CC(=O)N(C1)C(CC)C(=O)N,212.2887
porfimer sodium,0,"{10349005,3086257,3086258,67108225}",CCC1=C2C=C3C(=C(C(=CC4=NC(=CC5=NC(=CC(=C1C)N2)C(=C5CCC(=O)O)C)C(=C4C)CCC(=O)O)N3)C(C)O)C.[Na+],605.679089
leflunomide,1,"{22560978,3899}",CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,270.20727
procaine benzylpenicillin,0,{5903},CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,570.7
moclobemide,0,"{20332355,4054390,4235,43834668,68631135,86054506,86054512}",C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,268.73928
desvenlafaxine,0,"{10168373,125017,13520322,24785024,25267040,25268063,25268064,25268065,25268066,25268067,25268420,25268421,25268424,25268782,44178220,44469401,44517184,44517185,44554790,54760152,56968717,56969426,59154494,66712221,66743359,68605984,68608550,68647866,68986464,68986623,68986849,68988814,68995947,6918664,86623402,86632268,9800068,9817753,9907829}",CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,263.3752
calcipotriol,0,"{49800068,5288783,66563708,87669609}",CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C,412.6047
terazosin,0,"{20290811,21195192,23362793,23362794,25137846,44383,44662380,45114205,45356864,4872843,51371413,53241388,53241389,53241390,53241481,53241482,53241483,53241485,53241594,5401,63016,663211,66931401,67767378,67791831,69476025,71585269,71585908,75635018,75987205,9803362}",COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,387.4329
lithium carbonate,0,"{11125,21917306,23072679,23615375,23678576,24182454,516884,5458168,57450782,6335833,71774815,72203847,87339436,87790919}",[Li+].[Li+].C(=O)([O-])[O-],73.8909
moxifloxacin,0,"{101526,152946,21123195,24848266,25095831,25095832,40467042,44626391,45114218,46190911,46190913,56927899,67322589,68477070,69186339,71465520,71482076,86677579,89395793,9890250}",COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl,437.892303
calcitriol,0,"{5280453,71587284,87238164,87534727,87750841,88779004}",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,416.63646
midecamycin,0,{6436158},CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,813.96838
travoprost,0,{5282226},CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,500.54771
simeprevir,0,"{24873435,46866715,46892085}",CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,749.93908
levomepromazine,0,"{11954230,45382234,45479743,5282484,66509205,6919170,72286,72287}",CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C.C(=CC(=O)O)C(=O)O,444.54382
fomepizole,0,{3406},CC1=CNN=C1,82.10384
butoconazole,0,"{18614417,47471,47472,50909887}",C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],474.78852
eliglustat,0,"{23652731,52918379,53233314,70685092,86290062,91755058}",CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,404.54294
bcg,0,{6451},CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,698.0
thyroxine,0,"{21127058,23615407,23615408,23623938,23665037,23666112,23667619,24847453,25201348,46906087,57482568,57482569,5819,67036728,67240529,67241259,68646571,78224440,78759348,87505159,87756872,9832253,9897319}",C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,776.87002
obeticholic acid,0,{447715},CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O,420.62516
pasireotide diaspartate,0,{46181941},C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN.C(C(C(=O)O)N)C(=O)O.C(C(C(=O)O)N)C(=O)O,1313.4116
milnacipran,0,"{163701,25173688,25173689,25173766,25173767,25173768,25173769,25173770,25271977,45114208,55480,65833,68108736,69467063}",CCN(CC)C(=O)C1(CC1C[NH3+])C2=CC=CC=C2.[Cl-],282.80892
fluticasone,0,"{5311101,87516112}",CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,444.50759
gadoversetamide,0,"{444013,450071,6435809,90469695}",COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],661.76146
riociguat,1,{11304743},CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,422.415663
benserazide,0,"{2327,24848231,26964,45114081,56927906,657280,89857233}",C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,257.2432
praziquantel,0,"{17989728,21115569,4891}",C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,312.40606
enflurane,0,{3226},C(C(OC(F)F)(F)F)(F)Cl,184.492396
aciclovir,0,{135398513},C1=NC2=C(N1COCCO)N=C(NC2=O)N,225.2
cholic acid,0,"{221493,23668194,23679061,44207230,5460314,56649506,66579015,66609698,66685421,66686103,66764073,67600832,67779053,68743319,69904009,70219343,70292623,70678336,70678364,87977807,88294045}",CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,408.5714
vindesine,1,"{40839,43116,49802862,49803524,49803814,49803815,49804103,70400782,71312023,87934427,88962117}",CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,753.9261
rurioctocog alfa pegol,0,{86278357},COCCNC(=O)OCC(COC(=O)NCCOC)OCCCC(=O)NCCCCC(C(=O)O)N,508.6
mitiglinide,0,"{11082908,11859092,11949479,121891,20843182,25897907,5478927,56924542,66619526,66766486,67758547,67758743,67758852,68556661,6918235,9884997,9906668,9930484,9939683}",C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)O,315.4067
amorolfine,0,"{50986744,51371345,54259,54260,70292384}",CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C.Cl,353.96964
methyldopa,0,"{12439627,18987069,20337735,21502267,22178468,22338763,25202646,4138,53399033,73449428,77200568,77545720,77832835,77832838,77879375}",CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,211.21452
atropine,0,"{12310714,174174,18530349,21090485,21608699,23618471,23624042,23624044,51051762,57485330,57485381,60196398,656678,67709767,68618789,70234124,71463801,71586911,71587492,9862125}",CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,289.36942
telotristat ethyl,0,{25181577},CCOC(=O)C(CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)OC(C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N,575.0
barnidipine,0,"{45356886,65884}",CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,491.53566
tranexamic acid,0,"{12721443,1549136,18611094,19002546,444434,5526,57459461,67824717,70429008,70484401,70523382}",C1CC(CCC1CN)C(=O)O,157.2102
oxcarbazepine,1,"{34312,69131077}",C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,252.26798
nitroprusside,0,"{11947681,11953891,11963622,21863026,23644556,25199962}",[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe],215.9381
potassium iodide,0,"{19103325,21881853,23065093,23618803,4875,50987158,57359061,57486715,59108251,59855158,6432026,72579156}",[K+].[I-],166.00277
gadofosveset,0,{23724913},C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.O.[Na+].[Na+].[Na+].[Gd+3],975.87487
warfarin,1,"{16204922,23662388,23691000,23706212,5001396,54678486,54686447,54695721,54710741,54710742,86686307,87241429,87342455,87389279,87670093,87764261,87764889,87841682}",CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)[O-],307.32
